NPA,m5_2019,r5_2019,m5_2018,r5_2018,m5_2017,r5_2017,m5_2016,r5_2016,m5_2015,r5_2015,m5_2013,r5_2013,m5_2011,r5_2011,m30_2019,r30_2019,m30_2018,r30_2018,m30_2017,r30_2017,m30_2016,r30_2016,m30_2015,r30_2015,m30_2013,r30_2013,m30_2011,r30_2011,m6_2019,m6_2018,m6_2017,m6_2016,m6_2015,m6_2013,m6_2011,m7_2019,m7_2018,m7_2017,m7_2016,m7_2015,m7_2013,m7_2011,m53_2018,r53_2018,m53_2017,r53_2017,m53_2016,r53_2016,m53_2015,r53_2015,m53_2013,r53_2013,m8_2018,r8_2018,m8_2017,r8_2017,m8_2016,r8_2016,m8_2015,r8_2015,m8_2014,r8_2014,m8_2013,r8_2013,m8_2012,r8_2012,m8_2011,r8_2011,m9_2018,r9_2018,m9_2017,r9_2017,m9_2016,r9_2016,m9_2015,r9_2015,m9_2014,r9_2014,m9_2013,r9_2013,m9_2012,r9_2012,m9_2011,r9_2011,m83_2018,r83_2018,m83_2017,r83_2017,m83_2016,r83_2016,m83_2015,r83_2015,m83_2013,r83_2013,m83_2011,r83_2011,m69_2017,r69_2017,m69_2016,r69_2016,m69_2015,r69_2015,m69_2013,r69_2013,m69_2011,r69_2011,m76_2015,m76_2013,m68_2018,r68_2018,m68_2016,r68_2016,m68_2015,r68_2015,m68_2013,r68_2013,m68_2011,r68_2011,m82_2017,r82_2017,m82_2013,r82_2013,m29_2018,m29_moe_2018,m29_2017,m29_moe_2017,m31_2018,m31_moe_2018,m31_2017,m31_moe_2017,m40_2018,m40_moe_2018,m40_2017,m40_moe_2017
35,0.47,1060,0.5,1023,0.4,925,0.4,892,0.4,801,0.3,752,0.3,679,92.17,977,93,948,93,864,90,806,96,765,95,716,95,647,2152,2095,2068,2130,1963,1909,1821,24,26,25,24,26,26,27,18,170,19,167,18,149,20,155,20,146,0.31,7,1.62,37,3.82,87,1.76,40,6.06,138,2.5,57,1.76,40,1.01,23,1.05,24,0.88,20,0.83,19,1.62,37,0.75,17,0.35,8,0.39,9,0.26,6,3.16,3,1.16,1,0,0,0,0,1.4,1,1.55,1,0,0,0.2,2,2,16,0.5,4,1,7,240167,238650,0.39,4,0.45,4,0.62,5,0.93,7,0.44,3,0,0,0,0,70,1,79,6,94,2,93,17,932,242,936,197
36,2.24,1332,2.2,1331,2.2,1326,2.1,1232,2.1,1231,1.8,1051,1.7,1030,60.36,804,60,803,60,798,64,793,64,792,74,782,74,761,1953,1946,1943,1947,1926,1915,1893,38,37,36,36,35,33,32,13,108,14,114,14,108,14,109,13,101,0,0,0.17,1,0.51,3,0.67,4,0.84,5,2.36,14,45.79,272,0.34,2,2.86,17,2.02,12,4.55,27,2.86,17,1.68,10,1.18,7,2.02,12,3.2,19,0,0,0,0,0,0,1.26,1,0,0,0,0,0.1,1,0.8,8,1.1,12,0.8,8,0.4,4,169106,176159,0.08,1,0.24,3,0.41,5,0.19,2,0.19,2,0,0,0,0,66,1,75,7,91,7,91,6,1301,90,1285,132
37,3.5,851,3.2,787,3.2,776,3.2,774,3.2,779,3.2,780,3.3,790,74.74,636,80,632,80,620,80,619,81,630,82,637,82,647,1226,1104,1085,1072,1055,1047,1045,59,63,63,63,63,63,62,46,292,52,324,54,335,49,307,59,374,13.57,33,56.33,137,2.47,6,65.02,158,1.23,3,3.7,9,1.23,3,0.41,1,12.33,30,16.86,41,12.33,30,13.57,33,9.46,23,6.99,17,6.58,16,5.76,14,14.24,9,9.68,6,4.85,3,3.17,2,6.28,4,3.09,2,0,0,0,0,1.4,7,0.8,4,1.6,8,125939,124848,0.89,7,4.39,34,8.09,63,6.79,53,4.94,39,13,98,13,98,34,1,34,8,86,7,86,6,915,80,908,105
38,0.44,828,0.5,841,0.5,841,0.4,841,0.5,841,0.5,842,0.5,841,90.1,746,90,759,90,759,90,757,90,759,90,760,90,759,2436,2426,2426,2427,2419,2414,2416,27,27,26,25,24,22,20,14,106,14,103,13,97,13,102,13,99,0.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,3,0.37,7,0.8,15,0.64,12,0.42,8,0.74,14,0.58,11,1.01,19,9.22,7,0,0,0,0,0,0,0,0,0,0,0,0,0.4,3,0.7,6,1.3,11,0.5,4,211665,196225,0.24,2,0.48,4,0.59,5,0.36,3,0,0,0,0,0,0,85,1,89,3,100,0,100,0,1763,717,1930,673
39,1.48,993,1.5,992,1.5,989,1.4,965,1.4,953,1.4,941,1.4,932,100,993,100,992,100,989,100,964,100,953,100,941,100,932,1939,1931,1938,1934,1924,1919,1920,28,27,26,26,25,24,22,22,215,21,206,21,203,19,184,18,172,0.15,1,0,0,1.2,8,3.14,21,1.79,12,1.49,10,1.49,10,1.05,7,2.09,14,1.64,11,2.54,17,2.84,19,2.09,14,0.3,2,1.05,7,1.2,8,0,0,2.02,2,1.04,1,0,0,0,0,0,0,0.6,6,1.2,12,1.7,16,2.6,24,1.8,17,133277,123591,0,0,0.21,2,0.73,7,0.96,9,0.43,4,0,0,0,0,65,1,75,5,94,5,96,4,1065,257,828,232
40,3.53,1229,3.5,1224,3.4,1193,3.4,1191,3.4,1183,3.4,1183,3.4,1183,51.18,629,51,624,51,609,51,607,51,603,51,603,51,603,1443,1435,1423,1426,1422,1421,1420,37,36,36,35,35,33,31,35,216,36,222,36,219,33,196,35,210,0,0,5.17,18,5.17,18,2.01,7,1.15,4,0,0,0,0,0,0,2.59,9,0.86,3,2.3,8,2.01,7,2.01,7,1.72,6,0.86,3,4.02,14,0,0,0,0,0,0,1.66,1,1.66,1,0,0,0,0,0.9,8,3.3,28,2.8,24,4.8,41,70364,68846,0.9,11,2.1,25,2.2,26,2.62,31,1.01,12,0,0,0,0,38,0,39,11,98,5,95,6,1053,61,998,112
41,2.47,774,2.5,774,2.5,774,2.5,773,2.5,773,2.5,773,2.5,774,48.32,374,48,374,48,374,48,373,48,373,48,373,48,374,1686,1682,1680,1677,1677,1678,1676,41,40,39,38,37,35,33,14,52,14,51,13,50,13,47,13,47,0,0,0,0,0,0,0.32,1,0,0,0,0,0,0,0,0,4.15,13,1.6,5,3.19,10,1.92,6,1.92,6,1.92,6,3.83,12,1.92,6,0,0,0,0,0,0,0,0,2.68,1,0,0,0.5,4,0.4,3,0.8,6,1.3,10,0.9,7,147653,97562,0.26,2,0.39,3,0.26,2,0.91,7,0.26,2,0,0,0,0,67,1,68,6,91,8,93,6,1013,108,978,66
42,3.77,1328,3.8,1328,3.8,1328,3.8,1328,3.8,1328,3.8,1328,3.8,1327,25.6,340,26,340,26,340,26,340,26,340,26,340,26,339,3263,3252,3249,3244,3244,3234,3238,35,34,33,32,31,29,27,4,12,4,13,5,16,4,13,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.96,21,7.95,28,4.26,15,4.54,16,3.97,14,5.39,19,4.83,17,3.41,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1,0.2,2,0.4,4,0.1,1,474760,265659,0.23,3,0.08,1,0.08,1,0,0,0.08,1,1,19,1,19,50,1,56,6,94,4,96,3,1166,55,1134,61
43,1.83,655,1.8,654,1.8,654,1.8,655,1.8,654,1.8,651,1.8,641,59.69,391,60,390,60,390,60,391,60,390,59,387,59,377,3045,3015,3003,2982,2972,2962,2949,47,46,45,44,44,42,41,6,23,7,29,7,29,6,24,7,26,0,0,0.28,1,0.28,1,0,0,1.12,4,1.96,7,3.35,12,0.56,2,8.94,32,8.38,30,3.07,11,7.54,27,8.94,32,3.35,12,5.59,20,4.75,17,2.56,1,5.13,2,2.56,1,0,0,2.58,1,0,0,0,0,0,0,0,0,1,4,0.2,1,429851,379645,0,0,0.61,4,0.31,2,0,0,0,0,0,0,0,0,63,1,67,7,84,4,91,5,1050,132,965,177
44,2.17,484,2.2,488,2.2,479,2.1,473,2.1,461,2,455,2,447,36.16,175,37,179,35,170,35,164,33,152,32,146,31,138,4289,4063,4144,4270,4424,4427,4431,27,26,26,26,25,25,24,9,16,7,12,7,12,7,11,6,9,0.45,1,1.79,4,0.45,1,1.35,3,2.69,6,2.24,5,1.35,3,2.24,5,5.38,12,4.03,9,3.59,8,1.34,3,3.59,8,3.59,8,5.83,13,3.14,7,0,0,0,0,6.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,958400,726705,0.2,1,0,0,0.43,2,0,0,0,0,0,0,0,0,13,0,22,23,100,0,100,0,1252,107,1138,60
45,2.57,2477,1.7,1638,1.3,1283,1.2,1180,1.2,1137,1.2,1106,1,987,60.23,1492,83,1354,94,1207,94,1111,95,1085,95,1054,96,952,2857,2825,2865,2848,2836,2840,2793,10,10,10,10,9,7,6,16,213,15,185,15,170,14,148,13,134,3.83,37,55.02,531,20.93,202,39.39,375,3.57,34,3.78,36,8.19,78,9.35,89,3.83,37,2.59,25,2.8,27,1.58,15,1.79,17,1.47,14,1.05,10,1.47,14,0.74,1,0,0,0,0,0.92,1,0,0,0,0,0.1,1,0.1,1,0.8,9,1.2,13,1.7,17,231130,226602,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,74,1,82,4,96,4,95,5,1814,229,1878,116
46,3.33,955,3.3,956,3.3,956,3.3,956,3.3,956,3.3,956,3.3,957,43.04,411,43,411,43,411,43,411,43,411,43,411,43,412,1892,1881,1881,1881,1875,1869,1867,31,30,29,28,27,25,23,18,74,18,74,18,73,19,79,17,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,3,1.05,3,0.7,2,0.35,1,2.44,7,1.05,3,1.4,4,1.75,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,5,1.2,5,1.7,7,2.2,9,124480,115042,0.1,1,0.21,2,0.1,1,0.31,3,0.42,4,9,90,9,90,28,1,35,6,88,7,88,7,1042,107,976,104
47,4.34,605,4.4,606,4.2,591,4.6,639,4.6,640,4.6,640,4.6,641,3.8,23,4,23,4,22,3,20,3,21,3,21,4,23,3234,3383,3129,3442,3033,2865,2782,44,43,47,46,51,51,48,9,2,14,3,10,2,14,3,19,4,0,0,0,0,0,0,1.44,2,0,0,0.72,1,0,0,0,0,0,0,1.43,2,2.87,4,0.72,1,0,0,1.43,2,0,0,4.3,6,43.48,1,0,0,0,0,0,0,47.62,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0.16,1,0,0,0,0,0,0,6,6,100,0,100,0,1311,99,1292,102
48,0.32,604,0.3,606,0.3,608,0.3,610,0.3,615,0.3,618,0.3,626,83.28,503,83,505,83,507,83,504,84,514,84,517,84,525,2030,2011,2003,2008,1995,1992,1982,22,21,21,20,19,17,15,26,129,24,122,23,117,22,114,21,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,4,0.05,1,0.47,9,0.11,2,0,0,0.05,1,0.21,4,0.21,4,0,0,0,0,0,0,3.89,2,0,0,0,0,0.2,1,1.5,9,2.8,17,2.6,16,2.4,15,410368,121500,0.17,1,0.33,2,0.33,2,0.32,2,0.32,2,0,0,0,0,72,2,73,6,95,6,90,7,1169,233,1035,250
49,0.81,973,0.8,974,0.8,974,0.8,974,0.8,962,0.8,953,0.8,948,99.79,971,100,972,100,972,100,970,100,960,100,951,100,946,1870,1853,1852,1853,1850,1838,1841,32,31,30,29,28,27,25,31,304,30,296,31,303,29,274,29,273,0.08,1,0.08,1,0,0,0,0,1.25,15,0.5,6,0,0,0.25,3,0.25,3,0.58,7,0.83,10,0.42,5,0.17,2,0.33,4,0.58,7,0.33,4,0,0,0,0,0,0,1.04,1,0,0,1.06,1,0,0,1.1,10,2.9,27,1.5,14,2.6,24,136207,121045,0.21,2,0.1,1,0.1,1,0.42,4,0.11,1,1,6,1,6,65,1,74,15,91,2,85,9,1169,101,1143,137
50,3.94,1056,3.9,1053,3.9,1054,3.9,1054,3.9,1054,3.9,1053,3.9,1053,38.54,407,39,407,39,407,39,407,39,407,39,406,39,406,1540,1524,1519,1517,1517,1515,1514,40,39,38,37,36,34,32,25,102,25,103,25,102,26,106,26,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36,9,2.62,7,3.74,10,1.49,4,1.87,5,2.61,7,1.49,4,2.99,8,0,0,2.46,1,0,0,0,0,0,0,0,0,0.4,2,1.8,9,1.8,9,2.4,12,2.4,12,67842,71708,2.28,24,8.92,94,9.39,99,1.8,19,1.04,11,12,123,12,123,35,0,40,9,88,10,94,8,865,117,801,142
51,4.16,1174,4,1137,2.7,761,2.7,765,2.6,732,2.6,737,2.6,737,33.73,396,34,390,52,395,52,399,55,401,55,402,55,402,1652,1643,1574,1553,1547,1542,1546,66,65,64,63,62,62,60,31,122,34,134,36,142,28,111,39,157,10.29,29,5.32,15,0.35,1,27.3,77,12.41,35,0,0,0,0,0,0,5.32,15,7.09,20,7.45,21,6.03,17,4.61,13,4.26,12,4.97,14,0.71,2,0,0,2.53,1,0,0,4.99,2,0,0,0,0,0,0,0.5,3,1.6,9,0.7,4,2.7,15,233327,222345,0.18,2,0.65,5,0.96,7,2.04,15,1.36,10,0,0,0,0,38,0,40,8,85,9,83,6,1372,102,1252,138
52,1.62,810,1.5,744,1.2,596,1.1,551,1.1,551,1.8,889,1.8,892,21.98,178,24,179,30,179,33,179,32,179,20,180,21,183,1330,1337,1331,1330,1330,1326,1325,61,60,59,58,57,54,52,45,81,48,86,49,87,43,77,47,85,0,0,0,0,0,0,44.31,222,6.79,34,0,0,0,0,0,0,0.8,4,0.6,3,1.2,6,0.2,1,0.6,3,0.2,1,0,0,0.4,2,44.69,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1,1.8,3,0.6,1,110722,99833,1.08,8,1.81,10,4.17,23,2.14,19,1.23,11,5,32,4,32,14,0,13,5,93,7,93,3,923,63,810,59
53,2.43,1060,2.4,1060,2.4,1060,2.8,1221,2.8,1222,2.4,1060,2.4,1057,50.09,531,50,531,50,531,44,531,44,532,50,531,50,528,1387,1372,1371,1370,1368,1357,1356,45,44,43,42,41,39,38,29,152,29,154,28,150,29,155,27,145,0.23,1,0,0,0,0,0,0,0,0,0.46,2,0.23,1,0,0,1.6,7,1.37,6,1.37,6,1.6,7,2.52,11,1.83,8,1.14,5,1.14,5,3.77,2,0,0,0,0,1.88,1,0,0,0,0,0,0,0.4,3,0.6,5,1,8,1.1,9,82029,60553,1.51,16,1.47,18,1.64,20,2.45,26,2.46,26,0,0,0,0,28,1,32,6,94,3,94,3,936,45,907,48
54,0.68,567,0.7,571,0.7,570,0.7,559,0.7,559,0.7,562,0.7,562,100,567,100,571,100,570,100,559,100,559,100,562,100,562,1233,1219,1219,1215,1214,1205,1205,47,46,45,45,44,42,40,41,232,41,236,42,236,42,237,40,227,0,0,0,0,0.12,1,29.53,246,0,0,0,0,0.12,1,0.12,1,1.8,15,1.2,10,1.44,12,0.6,5,1.08,9,0.36,3,0.36,3,0.6,5,1.75,1,0,0,3.58,2,0,0,3.56,2,0,0,0.5,3,0.5,3,2.2,12,2.3,13,1.8,10,56114,50182,1.75,10,3.76,21,1.97,11,1.6,9,1.42,8,0,0,0,0,49,1,49,13,89,9,90,36,1009,448,1043,285
55,1.47,810,1.5,809,1.5,805,1.5,805,1.5,803,1.5,803,1.5,804,84.44,684,85,687,85,683,85,683,85,681,85,681,85,682,2205,2173,2163,2161,2154,2150,2145,37,36,35,35,34,32,30,14,96,14,95,13,88,14,94,13,89,0.18,1,1.27,7,0.18,1,0.18,1,0.36,2,0.18,1,0,0,0,0,6.51,36,2.53,14,2.71,15,3.08,17,4.34,24,2.53,14,8.87,49,12.49,69,1.46,1,0,0,1.46,1,0,0,1.47,1,0,0,0,0,0.1,1,0.4,3,0.6,5,0.9,7,240478,224486,0,0,0.37,3,0.37,3,0.25,2,0.25,2,0,0,0,0,80,1,75,8,99,4,99,3,1685,125,1472,218
56,1.24,364,1.2,364,1.2,364,1.2,364,1.2,364,1.2,359,1.2,359,28.85,105,29,105,29,105,29,105,29,105,28,100,28,100,3026,3026,3026,3030,3023,2993,2986,40,39,38,37,36,36,34,9,9,10,11,10,10,10,10,11,11,0,0,0,0,0,0,0,0,0,0,1.71,5,0,0,0,0,3.07,9,1.7,5,4.09,12,0.34,1,1.7,5,0.68,2,1.7,5,1.36,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,3,0.4,1,0.8,2,287342,274583,0.27,1,0.55,2,0.27,1,0.28,1,0,0,0,0,0,0,60,1,68,6,93,2,92,30,1125,421,877,280
57,4.44,744,4,669,4,669,4,669,4,669,4,669,4.1,683,20.3,151,11,76,11,76,11,76,11,76,11,76,11,76,1612,1548,1548,1548,1548,1548,1549,26,49,48,47,46,44,42,26,20,26,20,24,18,24,18,28,21,19.68,33,13.12,22,0,0,0,0,0,0,0,0,0,0,15.48,26,1.19,2,1.19,2,0.6,1,1.79,3,0,0,0.6,1,0.6,1,1.79,3,0,0,0,0,0,0,0,0,0,0,0,0,0.4,1,0.7,2,0.7,2,1.1,3,3,8,107500,34875,0.22,1,0.15,1,1.05,7,0.6,4,0.73,5,0,0,0,0,17,1,20,8,87,6,87,9,787,30,779,35
58,2.22,485,2.2,486,2.2,485,2.2,484,2.2,485,2.2,485,2.2,485,52.78,256,53,258,53,255,53,256,53,257,53,257,53,257,1881,1871,1883,1877,1867,1864,1864,46,45,44,43,42,40,38,14,37,16,40,17,44,18,46,19,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29,5,0.92,2,2.29,5,3.2,7,1.37,3,2.75,6,0.92,2,0,0,3.88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,2,1.2,3,127969,111583,3.09,15,3.1,15,2.68,13,2.68,13,2.68,13,10,50,10,50,51,1,53,10,91,8,91,5,917,57,934,88
59,3.24,1117,3.2,1110,3.2,1110,3.2,1110,3.2,1110,3.2,1111,3.2,1111,33.75,377,34,372,33,370,34,372,34,372,34,373,34,373,1558,1545,1548,1543,1541,1528,1526,42,42,41,40,39,37,35,24,91,27,101,28,105,27,102,25,95,0.29,1,0,0,0,0,0,0,0,0,0,0,0.29,1,0,0,2.03,7,2.32,8,2.61,9,0.87,3,0.58,2,1.16,4,0.29,1,0.29,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3,2,1.4,8,1.9,11,2.6,15,2.6,15,99542,97972,1.35,15,1.35,15,0.45,5,1.89,21,0.9,10,0,0,0,0,36,0,37,7,84,9,84,7,998,70,921,66
60,2.12,1698,2.1,1683,2.1,1683,1.7,1383,1.4,1127,1.4,1128,1.3,999,0.41,7,0,7,0,6,1,7,1,7,1,8,1,9,2416,2434,2032,2434,2434,1714,1790,53,52,56,50,49,52,51,71,5,67,4,71,5,57,4,75,6,0,0,0,0,0,0,0.12,1,57.8,463,0.5,4,38.45,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,3,1.2,4,,81385,0.18,3,0.43,6,2.84,32,0.35,4,0.7,7,0,0,1,10,5,0,6,4,84,6,87,7,748,114,794,124
61,1.44,435,1.4,434,1.4,434,1.4,434,1.4,434,1.4,433,1.4,433,63.68,277,64,276,64,276,64,276,64,276,64,275,64,275,1758,1751,1749,1751,1751,1745,1745,28,27,26,25,24,22,20,20,54,20,55,21,57,20,56,19,52,0.33,1,0,0,0,0,0,0,0,0,0.33,1,0,0,0,0,0,0,0.66,2,0.66,2,0.66,2,0.66,2,0.66,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,1,2.2,6,1.8,5,0.7,2,124300,120278,0.23,1,0.69,3,0.46,2,0,0,0.46,2,0,0,0,0,40,1,38,10,91,10,88,7,1358,1295,1235,603
62,0.22,64,0.2,64,0.2,64,0.2,64,0.2,64,0.5,138,0.7,199,6.25,4,6,4,6,4,6,4,6,4,,,2,4,1253,,,,,,,61,,,,,,,,,,,,,,,,,0.34,1,0.34,1,0.34,1,0,0,0.34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,,,#DIV/0!,#DIV/0!,,,0,,,
64,6.62,2527,6.7,2558,6.7,2563,5.4,2045,5.4,2067,5.2,1974,5.2,1972,9.38,237,9,237,9,241,12,241,12,242,12,243,12,240,1890,1882,1875,1878,1875,1866,1871,45,44,43,42,41,39,37,36,85,32,77,32,76,32,77,31,75,107.99,412,0,0,0,0,1.05,4,32.46,124,29.84,114,0,0,0.26,1,0.52,2,0.52,2,1.31,5,1.31,5,0.52,2,0.79,3,0.26,1,0.52,2,4.22,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7,8,0.4,4,1.5,17,2,23,85615,59036,0.16,4,0.49,10,0.63,13,0.76,15,0.35,7,1,30,2,30,17,0,17,7,88,6,91,9,1002,,958,
65,3.38,1218,3.4,1225,3.4,1227,2.6,938,3.4,1225,3,1085,2.7,979,0.57,7,2,29,2,29,1,6,2,29,1,7,1,7,6187,1397,1397,1348,1397,1403,1403,32,32,31,58,29,54,52,0,0,76,22,,,31,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.16,2,0,0,0.65,8,0,0,0.1,1,0,0,0,0,1,0,3,4,86,8,87,8,1192,55,1099,25
66,3.68,1353,3.7,1353,3.7,1353,3.7,1353,3.7,1353,3.5,1263,3.4,1256,2.59,35,3,35,3,35,3,35,3,35,3,35,3,35,2043,2039,2039,2034,2034,2034,2034,32,31,30,29,28,26,24,6,2,3,1,6,2,9,3,6,2,0,0,0,0,0,0,0,0,0,0,0.82,3,0,0,0,0,0,0,0,0,0.27,1,0,0,0,0,0.55,2,0,0,0.27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,1,2.1,5,2.6,6,0.4,1,140400,137231,0.22,3,0.67,9,0.37,5,0.08,1,0,0,0,0,0,0,19,0,10,7,89,1,88,5,1032,74,967,30
67,6.17,611,6.4,631,6.4,631,6.5,643,6.5,643,6.4,631,3.3,323,0.33,2,0,2,0,2,0,2,0,2,0,2,1,2,1948,,,,,,,102,,,,,,,,,,,,,,,,,63.65,63,0,0,0,0,0,0,0,0,1.01,1,267.68,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,,,0,0,0.16,1,0.16,1,0,0,0.31,1,0,0,0,0,18,0,15,6,91,4,92,39,1176,98,1076,136
68,0.89,1131,0.9,1132,0.9,1132,0.9,1132,0.9,1133,0.9,1133,0.9,1133,30.68,347,31,346,31,346,31,345,31,347,31,347,31,347,2112,2119,2119,2122,2117,2114,2114,24,23,22,21,20,18,16,15,52,14,50,15,52,12,43,12,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,17,0.4,5,0.24,3,0.32,4,0.16,2,0.24,3,0.32,4,0.47,6,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1,0.3,2,1.4,10,2,14,1.4,10,131371,138670,0,0,0.18,2,0.09,1,0.35,4,0.35,4,0,0,0,0,38,0,44,8,92,8,89,8,1010,88,909,93
69,2.87,1088,1.9,721,1.9,718,1.9,719,1.7,635,2,755,1.7,638,22.79,248,35,249,34,246,34,247,39,245,32,245,38,244,4323,4178,4209,4184,4187,4159,4106,41,41,40,39,38,37,35,7,17,6,15,7,18,7,17,7,16,1.05,4,100.64,382,0.79,3,0,0,1.58,6,0.26,1,0.26,1,0,0,5.01,19,5.53,21,5.8,22,8.17,31,7.64,29,6.59,25,5.01,19,2.37,9,4.02,1,4.07,1,4.05,1,0,0,4.08,1,0,0,0,0,0,0,0.3,1,0.3,1,0.8,3,591296,471419,0,0,0,0,0.16,1,0.13,1,0,0,0,0,0,0,53,1,57,8,88,9,91,10,1530,335,1313,128
70,1.75,518,1.8,519,1.8,520,1.8,521,1.8,521,1.8,523,1.8,522,100,518,100,519,100,520,100,520,100,520,100,522,100,522,1215,1203,1200,1199,1199,1189,1189,59,58,57,56,55,53,51,42,216,42,220,42,216,39,203,38,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.72,11,2.71,8,3.72,11,2.37,7,1.69,5,1.01,3,1.35,4,1.69,5,1.93,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8,4,1,5,0.6,3,1.7,9,42286,45667,1.54,8,4.22,22,2.5,13,2.29,12,2.49,13,0,0,0,0,51,1,60,12,96,5,92,6,1081,86,1055,81
71,3.99,1415,4,1426,4,1425,4,1425,4,1425,4,1417,4,1408,14.98,212,15,213,15,212,15,212,15,212,14,204,14,195,1757,1744,1753,1737,1732,1724,1722,34,33,32,31,30,29,28,21,45,21,45,21,44,20,42,20,40,0,0,0,0,0,0,0,0,0,0,4.23,15,0,0,0,0,0.56,2,0.85,3,0.56,2,1.41,5,0,0,0,0,0,0,0.84,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,1,0.8,2,1.2,3,121792,122565,0.84,12,2.32,33,1.82,26,2.61,37,0.85,12,0,0,0,0,16,1,20,5,91,4,89,5,937,37,904,31
72,1.57,1829,1.6,1815,1.2,1446,1,1128,1,1176,1,1177,0.5,561,13.23,242,13,243,17,244,22,246,21,246,21,247,44,248,2355,2324,2322,2317,2317,2295,2296,25,24,23,22,21,19,17,18,43,18,43,17,42,16,39,14,35,0,0,0,0,4.64,54,18.4,214,13.33,155,0,0,23.47,273,0,0,0,0,0.34,4,0.26,3,0.26,3,0.26,3,0.26,3,0,0,0.09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,2,1.4,8,1.3,7,0.7,4,128838,130919,0.61,11,0.18,2,0,0,0.08,1,0,0,0,0,0,0,34,0,40,6,87,8,89,9,1155,37,1113,53
73,0.29,1195,0.3,1136,0.3,1096,0.3,1093,0.3,1062,0.3,1041,0.3,1020,100,1195,100,1136,100,1096,94,1029,100,1062,100,1041,100,1020,1770,1699,1708,1692,1662,1644,1625,25,26,26,25,25,24,22,23,259,22,236,20,210,20,216,19,201,0.51,21,0.88,36,0.69,28,0.44,18,0.49,20,0.56,23,0.25,10,0.69,28,0.2,8,0.22,9,0.15,6,0.27,11,0.05,2,0.05,2,0.1,4,0.22,9,2.64,3,0,0,0.97,1,0.94,1,2.88,3,0.98,1,0,0,0.9,10,2.5,27,1.7,18,1.4,14,136787,152454,0.35,4,0.64,7,0.38,4,0.19,2,0.2,2,0,0,0,0,66,3,74,10,94,4,92,6,1105,265,1189,243
74,3.7,740,3.7,740,3.7,740,3.7,740,3.7,740,3.7,740,3.7,740,23.24,172,23,172,23,172,23,172,23,172,23,172,23,172,1475,1471,1469,1468,1468,1468,1468,35,34,33,32,31,29,27,12,21,12,20,10,17,10,17,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,2.5,5,2.5,5,1.5,3,1.5,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1,0.2,1,0.3,2,0.5,3,135264,120398,0,0,0.14,1,0.27,2,0.27,2,0,0,0,0,0,0,60,1,66,11,93,8,95,7,1150,87,1015,92
