NPA,r1_2015,r1_2013,m47_2018,r47_2018,m47_2017,r47_2017,m47_2016,r47_2016,m47_2015,r47_2015,m47_2013,r47_2013,m47_2010,r47_2010,m47_2000,r47_2000,m2_2018,m2_moe_2018,m2_2017,m2_moe_2017,m12_2018,m12_moe_2018,m12_2017,m12_moe_2017,m13_2018,m13_moe_2018,m13_2017,m13_moe_2017,m14_2018,m14_moe_2018,m14_2017,m14_moe_2017,m14_2010,m14_2000,m15_2018,m15_moe_2018,m15_2017,m15_moe_2017,m15_2010,m15_2000,m16_2018,m16_moe_2018,m16_2017,m16_moe_2017,m16_2010,m16_2000,m17_2018,m17_moe_2018,m17_2017,m17_moe_2017,m17_2010,m17_2000,m18_2018,m18_moe_2018,m18_2017,m18_moe_2017,m18_2010,m18_2000,m11_2018,r11_2018,m11_2017,r11_2017,m11_2016,r11_2016,m11_2015,r11_2015,m11_2013,r11_2013,m11_2011,r11_2011
NPA,Area,Area,Population_Density_2018,Population _2018,Population_Density_2017,Population _2017,Population_Density_2016,Population _2016,Population_Density_2015,Population _2015,Population_Density_2013,Population _2013,Population_Density_2010,Population_2010,Population_Density_2000,Population _2000,Age_of_Residents_2018,Age_of_Residents_moe_2018,Age_of_Residents_2017,Age_of_Residents_moe_2017,Youth_Population_2018,Youth_Population_moe_2018,Youth_Population_2017,Youth_Population_moe_2017,Older_Adult_Population_2018,Older_Adult_Population_moe_2018,Older_Adult_Population_2017,Older_Adult_Population_moe_2017,White_Population_2018,White_Population_moe_2018,White_Population_2017,White_Population_moe_2017,White_Population_2010,White_Population_2000,Black_Population_2018,Black_Population_moe_2018,Black_Population_2017,Black_Population_moe_2017,Black_Population_2010,Black_Population_2000,Asian_Population_2018,Asian_Population_moe_2018,Asian_Population_2017,Asian_Population_moe_2017,Asian_Population_2010,Asian_Population_2000,All_Other_Races_2018,All_Other_Races_moe_2018,All_Other_Races_2017,All_Other_Races_moe_2017,All_Other_Races_2010,All_Other_Races_2000,Hispanic_Latino_2018,Hispanic_Latino_moe_2018,Hispanic_Latino_2017,Hispanic_Latino_moe_2017,Hispanic_Latino_2010,Hispanic_Latino_2000,Vacant_Land_2018,Vacant_Land_Area_2018,Vacant_Land_2017,Vacant_Land_Area_2017,Vacant_Land_2016,Vacant_Land_Area_2016,Vacant_Land_2015,Vacant_Land_Area_2015,Vacant_Land_2013,Vacant_Land_Area_2013,Vacant_Land_2011,Vacant_Land_Area_2011
377,1081,1081,5,5772,5,5769,5,5686,5,5595,5,5510,5,4982,1,823,31,,33,,30,6,31,6,5,2,5,2,23,6,22,5,29,54.8,58,11,58,11,54.3,33.8,4,1,3,4,5.2,6.7,1,1,3,4,2.4,1.1,13,12,14,13,9.1,3.6,9.7,105,9.7,105,9.7,105,9.7,105,9.7,105,9.7,105
378,914,914,5,4883,5,4384,5,4397,5,4350,5,4233,4,3993,4,3897,35,,35,,15,4,19,4,9,3,9,3,92,3,91,3,84.2,79.6,3,2,4,3,8.2,14.5,1,1,1,1,1.6,1.7,0,1,3,4,2.8,1.1,2,2,0,1,3.2,3.1,3.6,33,3.6,33,3.6,33,3.6,33,3.7,34,3.7,33
379,1074,1074,4,4335,4,4293,4,4212,4,4202,4,4160,4,4029,3,3405,45,,45,,31,4,32,4,11,2,10,3,82,6,84,5,85.9,92.5,6,4,4,4,3.9,2.9,8,1,8,3,5.9,2.5,0,2,1,2,1.2,0.7,3,2,3,2,3.1,1.4,2.7,29,2.8,30,2.7,29,2.7,29,5.5,59,5.5,59
380,1882,1881,3,5763,3,5739,3,5722,3,5726,3,5700,3,5426,3,4843,41,,40,,31,3,31,3,12,2,11,2,84,5,85,5,85.2,91.4,4,3,4,2,3.5,3,5,1,6,2,5.7,3.2,0,1,2,2,2.2,1.1,5,3,4,2,3.4,1.4,2.8,53,2.8,53,2.8,53,2.8,53,2.8,53,2.9,54
381,492,493,7,3450,7,3547,7,3662,6,3092,6,3071,6,2933,6,3053,32,,33,,15,5,14,4,8,3,8,3,79,5,77,2,71.6,69.4,10,4,10,5,16.3,17.8,2,2,2,1,3,2,0,2,3,5,2.4,2.4,8,6,8,7,6.8,8.4,1.6,8,1.6,8,1.6,8,1.6,8,1.6,8,2.6,13
382,434,434,7,3087,7,3005,7,3033,7,3050,7,3015,6,2762,8,3590,24,,24,,16,5,17,5,7,3,9,3,25,6,18,5,5.1,1.1,67,10,74,11,82.4,94.2,1,2,1,1,0.7,0.3,0,2,2,3,3.3,1.1,4,3,4,3,8.5,3.4,11.3,49,11.3,49,11.3,49,11.3,49,11.3,49,11.5,50
383,618,618,7,4141,7,4140,7,4136,7,4093,7,4077,6,3722,7,4287,31,,30,,30,5,30,4,8,2,8,2,37,3,36,6,44.4,52.8,10,4,11,4,15.9,15.6,2,1,2,2,4.1,5.6,0,1,1,2,2,2.1,49,8,51,9,33.6,24,2.8,17,2.8,17,2.8,17,2.8,17,2.8,17,2.8,17
384,347,347,15,5235,14,4844,11,3648,11,3661,9,3122,6,2243,2,854,28,,28,,5,3,7,4,5,3,6,3,67,8,67,11,59.5,37.8,18,5,17,6,31.7,59.1,4,2,5,3,2.9,0.7,0,2,5,7,2.5,1.3,6,3,6,2,3.3,1.1,3.1,11,3.1,11,3.1,11,3.1,11,6.7,23,5.5,19
385,792,792,6,4979,6,4927,6,4853,6,4811,6,4371,6,4524,6,4893,32,,30,,30,4,30,4,9,2,10,2,8,4,10,4,15.6,23.9,79,8,76,8,68.4,66.5,5,1,4,3,7.1,3.3,0,1,2,3,2.6,2.2,4,3,8,5,6.3,4.1,8.6,68,8.6,68,8.6,68,8.6,68,8.6,68,8.6,68
386,278,278,7,2027,7,1920,7,1958,7,1955,7,1898,6,1556,8,2228,33,,35,,15,4,16,5,9,3,9,3,34,6,25,5,14.9,5.1,60,10,68,12,76.3,76.6,3,2,2,3,2.1,10.5,0,2,1,4,2.5,2.2,1,1,3,3,4.1,5.6,8.2,23,8.2,23,8.2,23,8.2,23,8.6,24,8.6,24
387,1780,1788,1,2339,1,2307,1,2299,1,2327,1,2282,1,2503,1,2560,33,,36,,26,6,26,5,11,3,13,3,14,8,14,6,17.8,34,74,10,78,10,68.6,50,1,2,0,1,5,7.4,0,2,3,5,2.4,2.9,8,6,5,5,6.2,5.7,17.6,313,17.6,313,17.6,313,17.5,313,17.5,313,17.5,313
388,398,398,8,3079,8,3045,5,2075,5,2053,4,1728,4,1473,5,2028,31,,32,,13,4,16,4,7,3,8,3,52,5,46,4,30.3,4.3,42,14,52,14,64.4,92.2,2,2,2,1,1,0.6,0,2,1,3,1.9,0.9,2,2,1,1,2.4,2,7,28,7,28,7,28,7,28,5,20,5.6,22
389,1100,1100,9,9742,9,9371,9,9424,9,9359,8,8826,8,8893,7,8219,36,,36,,21,4,22,3,14,2,15,2,30,3,32,4,33.4,47.2,25,6,26,5,27.6,28.2,8,1,11,5,5.3,7.2,0,1,2,2,1.9,2,36,8,29,8,31.7,15.5,1.1,13,1.1,13,1.1,13,1.1,13,1.1,13,1.2,13
390,267,267,6,1537,6,1502,6,1480,6,1468,6,1475,5,1397,4,1063,33,3,35,5,17,8,15,9,10,4,9,3,60,10,55,10,53.8,70.4,17,9,27,11,20.8,16.2,12,2,15,11,15.9,3.6,0,3,2,5,3.3,4.1,8,13,0,1,6.2,5.7,6,16,6,16,6.1,16,6.1,16,6.1,16,6.1,16
391,562,562,4,2356,4,2351,4,2350,4,2348,4,2284,4,2285,4,2499,46,,41,,20,7,16,4,22,5,20,5,94,3,94,24,86.5,93.4,2,2,2,2,7,3.8,0,2,0,1,1.2,1.1,0,2,0,3,1.5,0.7,4,6,4,5,3.9,1,1.3,7,1.3,7,1.3,7,1.7,10,1.7,10,1.7,10
392,1467,1467,7,10657,7,10197,7,10154,7,10259,7,10051,6,8781,5,8053,40,,40,,22,3,22,3,16,2,16,2,94,2,93,2,93.3,95.9,3,1,3,1,2.6,2.1,1,1,1,1,1.3,0.5,0,1,1,2,1,0.4,2,1,2,1,1.8,1.1,1.4,20,1.4,20,1.4,20,1.4,20,1.4,20,1.3,20
393,998,998,5,5476,5,5477,6,5518,6,5788,6,5917,5,4919,5,5128,31,,32,,14,4,15,4,10,3,12,3,76,0,70,6,74.6,78.3,6,7,5,5,6.3,7.6,3,1,9,6,2.6,3.7,0,1,2,3,1.2,2.2,15,7,14,5,15.3,8.2,0.6,6,0.6,6,0.6,6,0.6,6,0.6,6,0.6,6
394,393,393,7,2931,7,2930,7,2942,7,2935,7,2882,6,2546,6,2441,38,,37,,20,5,19,4,16,4,16,3,55,2,56,10,58,64,30,7,33,10,26.5,26.6,0,2,0,1,1.7,1.2,0,2,5,6,2.6,2.4,8,6,6,5,11.3,5.8,7.5,30,7.5,30,7.5,30,7.5,30,7.5,30,7.5,30
395,631,631,4,2225,3,1583,3,1576,3,1580,2,1568,2,1506,2,1000,61,9,57,6,10,4,11,4,38,6,32,5,82,6,84,3,77.5,86.6,8,8,7,7,8.2,7.2,3,2,1,2,4.3,2.2,0,2,0,3,2.3,1.1,6,6,7,7,7.8,2.9,9.1,57,9.1,57,9.1,57,9.1,57,9.1,57,9.1,57
396,4494,4494,1,3017,1,2885,1,2786,1,2737,1,2670,1,2526,0,2197,42,6,43,3,22,4,22,4,16,4,13,3,80,8,81,6,87.3,96,8,4,7,4,3.6,1,1,2,1,1,0.9,0.2,0,2,2,3,2.3,1.3,11,6,9,6,5.9,1.5,33.8,1521,33.3,1497,33.8,1520,33.8,1520,33.8,1520,33.8,1520
397,151,151,13,1916,13,1916,13,1918,12,1846,10,1566,10,1500,3,517,37,7,37,7,17,9,15,10,6,3,5,3,82,10,80,16,80.9,92.1,1,1,8,10,9.9,2.2,6,2,5,5,3.7,1.3,0,2,0,3,1.3,1,11,10,7,7,4.3,3.5,4.9,7,4.9,7,4.9,7,4.9,7,4.9,7,4.9,7
398,279,279,2,693,2,687,2,672,2,643,2,588,2,464,0,1,37,13,36,12,20,8,16,9,17,9,20,11,83,7,75,18,87.9,,8,13,14,16,5.4,0,1,3,2,2,1.7,,0,3,0,7,1.3,,7,7,9,10,3.7,,18,50,18,50,18,50,17.8,50,17.8,50,18,50
399,653,651,3,2146,3,2127,3,2072,3,2031,3,2021,3,1862,2,1165,36,4,37,3,23,7,25,7,3,3,4,3,86,10,85,6,84.5,88.7,7,4,6,5,6.6,4.8,0,2,0,1,2.4,0.9,0,2,5,7,1.3,1,4,5,3,4,5.3,4.6,23,150,23,150,23,150,23.2,151,23.2,151,23.1,150
400,663,663,4,2549,4,2534,4,2528,4,2528,4,2526,4,2478,3,2226,44,3,44,3,23,5,25,5,14,3,14,3,86,6,90,6,87.8,93.6,4,3,2,3,2.4,2.3,0,2,4,3,6.9,2.9,6,2,2,5,1.4,0.6,3,3,2,2,1.4,0.6,7.1,47,7.1,47,7.1,47,7.1,47,7.1,47,7.1,47
401,901,901,2,2189,2,2189,2,2192,2,2189,2,2184,2,2089,2,2023,36,2,39,7,25,5,19,5,9,3,9,3,85,7,88,2,82.7,91.5,2,2,3,3,6.7,4.1,0,2,0,0,1.1,0.9,0,2,0,2,2,1.3,11,7,9,9,7.5,2.2,6.1,55,6.1,55,6.1,55,6.1,55,6.1,55,6.1,55
402,983,983,2,1584,2,1584,2,1582,2,1584,2,1596,2,1547,1,1315,53,5,52,6,21,6,23,7,27,6,28,5,81,9,89,7,86,94.9,3,3,3,3,6.3,2.9,3,3,2,4,2.1,0.5,0,3,3,6,1.8,0.7,9,7,3,3,3.9,1.1,21.7,213,21.5,211,21.7,213,21.7,213,21.7,213,21.7,213
403,1789,1789,1,2112,1,2004,1,1964,1,1927,1,1741,1,1627,1,1114,40,3,42,4,26,6,27,6,17,3,17,3,87,9,86,9,82.7,92.5,11,9,12,9,6.8,2.5,0,2,0,1,2.5,1.7,0,2,1,4,1.8,2.4,1,2,0,1,6.2,0.9,26.6,475,26.6,475,26.6,475,26.6,475,26.1,467,26.1,467
404,408,408,5,2076,5,2079,5,2079,5,2069,5,2081,5,1865,4,1534,28,6,33,12,32,12,22,10,12,4,21,9,49,7,61,11,57.7,71.2,18,17,19,14,17.4,20.3,2,2,3,3,1.2,0.9,0,2,6,8,3.3,0.4,26,23,12,12,20.3,7.2,13.8,57,13.8,57,13.8,57,13.8,57,13.8,57,13.8,57
405,573,573,6,3495,6,3475,6,3471,6,3474,6,3460,6,3175,0,233,35,2,35,3,32,7,28,8,6,3,7,3,80,2,89,6,82.4,92.4,8,6,4,5,6.5,1.3,1,2,1,1,2.3,0.7,0,2,1,2,1.9,0.9,10,7,6,6,6.9,4.7,9.5,54,9.5,54,9.5,54,9.5,54,9.5,54,9.5,54
406,1378,1379,2,2681,2,2323,2,2184,2,2146,1,2000,1,2051,1,1763,53,14,51,6,11,5,13,5,31,6,27,5,86,3,83,7,83.9,90.6,8,7,9,7,8.3,5.3,4,2,7,7,3,0.9,0,2,1,3,1.5,1.6,1,1,1,1,3.3,1.6,9.8,135,9.8,135,9.8,135,9.8,135,9.8,135,9.8,135
407,1495,1495,1,1953,1,1920,1,1893,1,1869,1,1844,1,1703,1,1371,48,5,50,9,20,7,21,11,23,6,28,6,65,7,77,27,77.2,94.8,25,17,16,18,12.4,2.8,6,2,4,6,5.2,0.7,0,2,0,3,2.5,1.2,4,5,4,5,2.8,0.7,21.2,316,21.2,316,21.2,316,21.2,316,21.2,316,21.2,316
408,1111,1111,2,2743,2,2730,2,2713,2,2713,2,2690,3,2975,1,1599,48,7,50,8,19,6,19,6,26,6,27,6,76,4,79,7,82.8,94.4,9,6,9,4,7.5,2.9,1,2,2,1,1.5,0.2,0,2,10,11,1.8,0.6,2,2,1,1,6.3,1.8,5.5,62,5.5,62,5.5,62,5.5,62,5.5,62,5.5,62
409,919,994,3,2892,3,2854,3,2832,3,2826,3,2772,3,2484,2,1524,47,2,48,4,23,5,22,5,13,4,16,4,85,5,86,6,93,93.2,9,10,9,13,2.1,2.6,3,2,4,4,2.2,2,0,2,1,2,1.4,1.3,1,1,1,1,1.3,1,11.8,108,11.8,108,11.8,108,10.9,108,10.9,108,10.9,108
410,246,263,7,1720,7,1718,7,1722,7,1718,7,1720,5,1290,5,1213,61,6,57,9,4,4,8,6,39,10,29,11,95,7,97,5,91.2,95.6,1,2,1,1,3.1,0.9,0,3,0,1,1.2,0.8,0,3,1,4,2.5,0.5,2,2,1,1,2,2.1,7.9,20,7.9,20,7.9,19,7.4,19,7.4,19,7.4,19
411,523,522,3,1571,3,1556,3,1559,3,1561,3,1546,3,1392,0,215,35,6,34,4,29,6,29,6,8,4,7,4,84,12,76,8,79,88,10,7,16,14,8.8,6.7,2,3,2,2,1.5,3.2,0,3,1,4,1.6,0.7,2,3,4,4,9.2,1.3,25.9,135,25.9,135,25.9,135,25.3,132,25.3,132,25.9,135
412,2017,2018,0,699,0,675,0,675,0,667,0,654,0,604,0,576,49,14,49,14,26,22,25,22,19,10,25,9,95,9,95,13,94.4,93.8,0,2,0,2,2.2,3.8,0,4,0,2,0.5,0.2,0,4,3,11,1.3,1.2,2,4,2,4,1.7,1,17.5,354,17.5,354,17.5,354,17.5,354,17.5,354,17.5,354
413,1183,1183,3,3839,3,3839,3,3836,3,3836,3,3805,3,3581,2,1870,40,4,38,3,31,5,34,6,9,3,9,3,87,7,87,7,88.2,92.6,8,6,7,6,4.9,3.5,1,2,1,1,1.7,1,0,2,5,4,1.5,1.2,0,0,0,0,3.7,1.7,11.3,134,11.3,134,11.3,134,11.3,134,11.3,134,11.3,134
416,212,212,8,1625,8,1625,8,1625,8,1625,8,1625,6,1279,1,122,33,4,29,9,13,7,15,7,4,5,3,3,64,11,67,11,66.1,77.8,14,9,14,11,17.4,15.5,8,3,8,7,5.9,4.1,0,3,7,10,3.9,0,8,5,5,3,6.6,2.4,4.5,10,4.5,10,4.5,10,4.5,10,4.5,10,4.5,10
417,684,684,4,2472,3,2388,3,2177,3,1980,3,1980,3,1904,1,772,35,3,37,3,32,6,30,8,11,3,12,4,64,6,64,9,74.1,84.1,18,8,17,8,10.3,5.3,3,2,3,3,5.7,3.2,1,2,11,11,2.6,1.8,13,11,7,4,7.3,5.6,9.6,66,9.6,66,9.6,66,9.6,66,9.6,66,9.6,66
418,849,846,4,3309,4,3309,4,3309,4,3309,4,3309,4,3100,1,1249,37,3,38,3,31,5,33,6,7,3,7,3,72,7,71,7,80.6,89.4,12,8,14,8,6.4,5.1,2,2,2,3,4.9,2.4,1,2,5,5,2.3,0.5,7,5,8,7,5.7,2.6,18.6,158,18.6,158,18.6,158,18.7,158,18.7,158,18.7,158
419,563,566,6,3130,6,3097,5,3094,5,3097,5,3094,5,3025,3,1920,40,7,39,5,31,6,33,6,6,3,7,3,92,6,94,6,89.2,92.3,4,5,3,4,3.8,4.7,1,2,1,1,1.8,0.8,0,2,1,2,1.8,0.8,2,2,2,2,3.5,1.4,11.1,63,11.1,63,11.1,63,11.1,63,11.1,63,11.1,63
420,1299,1299,2,2750,2,2745,2,2740,2,2721,2,2644,2,2485,1,1918,42,3,41,4,25,4,27,5,14,3,13,3,87,4,88,6,86.6,92.1,4,3,3,2,4.5,3.6,4,2,5,4,3,2.5,0,2,0,2,1.4,0.7,5,6,5,6,4.5,1.2,2.2,29,2.2,29,2.2,29,2.2,29,2.2,29,2.2,29
421,724,724,3,1914,3,1819,2,1719,2,1607,2,1392,2,1193,0,97,35,2,35,2,29,4,28,5,8,4,9,3,76,8,83,10,72.9,94.9,9,7,6,5,13.2,5.2,8,2,8,5,7.4,0,0,2,1,4,2.6,0,6,4,3,3,3.9,0,30.1,218,30.1,218,30.1,218,30.1,218,30.1,218,30.1,218
422,3154,3154,1,2725,1,2311,1,2133,1,2133,0,1520,1,1878,0,1233,33,4,35,4,31,6,28,8,9,3,10,3,45,7,48,4,65.5,80.4,21,7,19,10,7.4,4.3,1,2,1,2,1.1,1.7,0,2,0,2,2.7,2.6,33,11,32,14,23.4,11,29.2,919,29.2,919,29.2,919,29.2,919,29.2,919,29.2,919
423,2911,2911,1,2575,1,2339,1,2158,1,2075,1,2042,1,1847,1,1479,43,3,41,3,21,5,22,5,13,4,11,4,75,9,83,9,84.6,93.1,16,4,10,6,7.7,2.7,2,2,3,3,2.8,1.4,0,2,2,5,1.9,1.2,2,3,3,3,3,1.6,38,1107,38,1107,38,1107,38,1107,38,1107,38,1107
424,1084,1114,2,1716,2,1698,2,1694,2,1689,2,1690,1,1479,1,1424,49,10,52,12,15,6,14,6,23,6,19,5,94,10,95,12,92.6,95.1,0,1,0,1,1.6,2.8,2,3,1,1,2.3,0.5,0,3,0,3,1.6,0.5,5,5,4,6,2,1.2,10.8,117,11.2,121,10.8,117,10.5,117,10.5,117,11.3,126
425,1592,1592,1,1287,1,1272,1,1231,1,1211,1,1204,1,1158,1,900,46,5,47,4,24,7,25,6,21,5,17,6,87,8,78,7,90.8,94.3,1,2,9,10,4.2,3.1,3,3,4,3,2.8,1.2,0,3,6,7,0.8,1.1,3,4,3,3,1.5,0.2,29.7,472,29.6,471,29.7,472,29.7,472,29.7,472,29.7,472
426,499,499,4,2047,4,2042,4,2045,4,2045,4,2047,4,1982,3,1633,35,7,39,3,28,6,25,6,13,4,14,4,66,5,68,9,69.3,82.6,20,8,21,8,12.2,8.1,2,2,3,3,4.3,3.1,0,2,3,4,2.5,1.1,9,8,5,5,11.7,5.2,4.5,23,4.5,23,4.5,22,4.5,22,4.5,22,4.5,22
428,1398,1398,1,1660,1,1601,1,1546,1,1503,1,1431,1,1478,1,1008,40,11,40,12,30,9,30,10,18,3,14,4,62,8,63,6,67,81.2,6,7,2,4,9.5,2.5,5,2,5,4,2.8,0.2,0,2,4,5,2.8,2.9,23,23,26,25,17.9,13.3,34,475,34,475,34,475,34,475,34,475,34,475
430,646,646,5,3337,5,3146,5,3066,5,2962,4,2821,4,2460,3,1655,38,3,40,8,21,7,21,7,26,6,28,6,43,8,41,7,44.8,56,44,14,44,12,28.4,26,8,1,7,7,4,2.5,0,2,1,2,2.8,2.3,3,2,8,6,20,13.1,47.6,308,47.2,305,47.7,308,47.6,308,47.6,308,47.6,308
431,721,721,3,1919,3,1875,3,1852,3,1834,3,1812,2,1778,2,1366,43,11,36,10,15,6,20,8,12,5,10,4,76,15,62,12,64.6,87.6,10,8,18,13,14.6,5.9,0,2,0,1,2.6,1.2,0,2,7,8,3.1,1.8,14,9,14,10,15.1,3.5,29.2,211,29.2,211,29.2,211,29.2,211,29.2,211,29.2,211
432,1322,1322,2,2667,2,2667,2,2650,2,2607,2,2558,2,2632,2,2786,45,1,45,3,24,3,24,3,13,3,11,2,90,3,89,4,87.5,91.7,1,1,1,1,4.1,3.3,2,2,3,2,2.4,1.8,0,2,3,3,2.7,1.7,5,2,3,2,3.2,1.5,30.6,404,30.5,404,30.6,404,30.6,404,30.6,404,30.6,404
433,238,238,4,1011,4,1011,4,1007,4,1004,4,1004,4,998,4,988,46,6,48,3,21,8,16,7,12,5,10,4,79,14,83,11,87.4,93.7,3,4,4,5,4.7,1.8,6,3,6,5,1.7,2.3,0,3,6,10,3.4,0.5,5,7,1,1,2.8,1.6,19.8,47,19.8,47,19.9,47,19.9,47,19.9,47,19.9,47
434,3751,3750,1,3614,1,3434,1,3302,1,3191,1,2845,1,2447,0,548,44,9,45,4,27,8,28,7,11,2,13,4,59,10,71,13,72,81.9,23,12,20,12,15.7,11,7,1,6,4,4.9,1.8,0,2,3,5,2.7,0.9,8,10,1,1,4.7,4.4,27.5,1032,27.4,1029,27.5,1032,27.8,1041,27.8,1041,27.8,1041
435,479,479,1,637,1,634,1,628,1,607,1,568,1,625,1,574,58,8,59,5,8,15,4,6,28,11,34,12,70,18,89,55,85.9,90.8,3,5,0,2,6.6,4.9,2,4,0,2,1.4,3,0,5,0,9,1.3,0.2,11,17,11,15,4.8,1.2,22.6,109,22.6,109,22.6,108,22.6,108,22.6,108,22.6,108
436,401,401,4,1611,4,1612,4,1609,4,1602,4,1598,4,1678,3,1274,35,5,36,8,31,7,32,6,11,4,12,3,41,14,41,11,65.5,87.5,29,19,26,21,16.3,6,4,2,5,7,1,1.7,0,2,3,5,3.2,1.4,24,16,26,19,14.1,3.3,3,12,3,12,3,12,3,12,3,12,3,12
437,3527,3514,1,3803,1,3311,1,3151,1,2951,1,2473,1,2124,1,1757,34,2,34,2,34,6,33,6,10,3,13,4,72,4,72,8,70.5,71.6,19,8,19,8,18,19.6,1,2,2,2,0.9,1.3,0,2,1,3,1.6,1,6,4,5,3,9,6.6,49.8,1755,49.8,1755,49.8,1755,49.9,1755,49.9,1755,49.9,1755
438,2159,2159,2,3329,1,2685,1,2230,1,1957,1,1245,0,612,0,392,49,6,42,4,21,5,24,5,24,5,19,4,91,7,86,6,89.5,92.8,4,4,8,7,4.9,1,1,2,2,2,0.8,0.3,0,2,1,4,2.3,1,4,3,3,2,2.5,4.9,41.1,888,41.1,888,41.1,888,41.1,888,41.1,888,41.1,888
442,463,463,5,2134,5,2088,4,2032,4,2017,4,1980,4,1930,4,1911,34,5,33,5,24,4,23,5,11,3,9,3,43,8,45,11,43.6,64.1,26,8,30,7,26.1,23.8,2,2,1,2,2.9,3.3,0,2,4,5,4,2.1,24,9,21,7,23.4,6.8,19,88,19,88,19,88,12.9,60,13.6,63,13.6,63
443,276,276,6,1719,6,1710,6,1713,6,1713,6,1709,6,1672,4,1112,41,3,41,3,17,5,19,6,7,4,8,3,68,7,65,10,62.7,81.3,7,7,9,7,12.6,8.4,12,1,12,9,12.6,3.9,0,3,0,3,3.6,1.8,13,12,14,10,8.5,4.7,11.5,32,11.2,31,11.5,32,9.4,26,9.4,26,9.4,26
444,378,378,6,2285,6,2271,6,2238,6,2238,6,2226,6,2341,5,1870,38,4,35,7,26,6,30,7,7,3,7,3,56,4,56,7,65,80.6,16,4,14,5,9.6,9.1,3,2,3,2,5.2,3.6,0,2,2,4,2.3,1.8,21,5,24,11,17.9,4.9,15.6,59,15.6,59,15.6,59,17.1,65,17.1,65,17.1,65
445,672,672,4,2938,4,2938,4,2938,4,2935,4,2938,4,2796,4,2697,43,5,43,4,23,5,23,5,11,3,11,3,92,4,94,3,85.5,90.5,4,4,4,4,5.6,4.1,2,2,1,1,2,1.9,0,2,0,2,2.4,1.5,2,1,2,1,4.6,1.9,9.1,61,9.1,61,9.1,61,9.1,61,9.1,61,9.1,61
446,697,697,2,1469,2,1452,2,1433,2,1362,2,1308,2,1271,1,926,31,2,32,4,30,6,29,6,6,5,6,4,71,10,74,10,80.8,91.4,17,7,15,6,10.9,4.2,0,2,0,1,0.8,0.5,0,2,5,8,2.4,1.5,4,3,5,5,5.1,2.5,34.4,240,34.4,240,34.4,240,34.4,240,34.4,240,34.4,240
447,1217,1217,2,2928,2,2639,2,2519,2,2414,2,2356,2,2139,1,622,35,3,35,5,33,8,30,7,5,3,5,3,74,6,77,6,79.2,88.6,9,9,9,8,10.7,8.5,1,2,1,1,1.2,0.5,0,2,13,10,2.4,0.8,6,10,0,0,6.5,1.6,16.9,205,16.9,205,16.9,205,16.9,205,16.9,205,16.9,205
448,833,833,4,3475,4,3358,4,3294,4,3162,3,2781,3,2476,1,664,34,2,33,2,25,5,23,6,9,2,10,2,83,7,82,8,84.7,89.5,4,2,7,4,4.7,0.9,7,2,5,4,2.5,1.1,0,2,1,2,1.2,0.9,5,3,6,4,7,7.7,27.3,227,27.3,227,27.3,227,27.3,227,27.3,227,27.3,227
449,1020,1108,2,2410,2,2350,2,2322,2,2347,2,2342,2,2014,1,1500,48,6,51,6,25,6,22,6,22,5,22,5,91,7,92,8,90.7,93.8,1,1,1,1,4.2,3.2,2,2,0,1,1.9,1.4,1,2,2,4,1.1,0.5,3,3,6,5,2,1.1,5,51,5,51,5,51,4.6,51,4.6,51,4.6,51
450,7732,7732,1,4188,1,4110,1,4065,1,3978,0,3754,0,3414,0,886,41,7,39,6,25,5,26,5,12,3,10,3,79,8,78,9,79.8,85.2,11,6,11,6,11.5,12.6,3,2,3,2,2.1,0.1,0,2,0,2,2.1,1.4,6,3,9,3,4.6,0.7,14.6,1128,14.4,1114,14.6,1128,14.6,1128,14.6,1128,14.6,1128
451,3026,3026,2,4562,1,4356,1,4158,1,4022,1,3629,1,3202,1,1753,38,2,39,4,35,6,37,4,7,2,6,2,88,6,90,3,88.2,94,6,7,2,2,2.7,2.3,0,2,2,2,2.1,1.1,0,2,1,2,1.9,0.5,4,4,5,4,5,2.1,32.9,994,32.7,990,32.9,994,32.9,994,32.9,994,32.9,994
452,1186,1186,1,1700,1,1695,1,1695,1,1690,1,1619,1,1379,1,1288,38,10,40,4,19,8,19,7,18,5,17,5,77,7,67,25,82.6,86,4,3,4,3,9.3,10.1,0,3,0,1,1.5,0.6,0,3,1,3,1.3,1.2,18,26,28,23,5.3,2.1,16.4,195,16.4,195,16.4,195,16.4,195,16.4,195,16.4,195
453,722,722,3,1997,3,2003,3,2003,3,2005,3,2005,3,1863,2,1766,31,7,33,5,29,7,22,7,14,5,14,5,53,0,65,6,69.1,85.4,26,20,16,10,14.4,5.8,4,2,2,2,1.8,1.6,0,2,4,6,1.8,1.5,12,8,13,9,12.9,5.6,18.2,131,18.2,131,18.2,131,18.2,131,18.2,131,18.2,131
454,2248,2248,1,1509,1,1514,1,1513,1,1512,1,1518,1,1746,0,997,48,6,49,7,22,8,19,7,16,4,18,5,85,1,92,8,84.3,94.9,4,5,6,5,7.4,2.4,2,3,1,2,2.5,1.4,0,3,0,3,1.5,1.1,1,1,1,1,4.3,0.2,23,516,22.8,512,23,516,23,516,23,516,23,516
