NPA,m37_2018,m37_moe_2018,m37_2017,m37_moe_2017,m80_2018,m80_2017,m80_2016,m80_2015,m80_2013,m80_2011,m38_2018,m38_moe_2018,m38_2017,m38_moe_2017,m75_2015,r75_2015,m75_2014,r75_2014,m75_2013,r75_2013,m75_2012,r75_2012,m75_2011,r75_2011,m75_2010,r75_2010,m75_2009,r75_2009,m75_2008,r75_2008,m75_2007,r75_2007,m75_2006,r75_2006,m75_2005,r75_2005,m75_2004,r75_2004,m75_2003,r75_2003,m75_2002,r75_2002,m19_2018,r19_2018,m19_2017,r19_2017,m19_2016,r19_2016,m19_2015,r19_2015,m19_2014,r19_2014,m19_2013,r19_2013,m19_2012,r19_2012,m19_2011,r19_2011,m41_2018,r41_2018,m41_2017,r41_2017,m41_2016,r41_2016,m41_2015,r41_2015,m41_2013,r41_2013,m41_2011,r41_2011,m42_2018,m42_2017,m42_2016,m42_2015,m42_2013,m42_2011,m79_2018,r79_2018,m79_2017,r79_2017,m79_2016,r79_2016,m79_2015,r79_2015,m79_2014,r79_2014
NPA,Household_Income_2018,Household_Income_moe_2018,Household_Income_2017,Household_Income_moe_2017,Public_Nutrition_Assistance_2018,Public_Nutrition_Assistance_2017,Public_Nutrition_Assistance_2016,Public_Nutrition_Assistance_2015,Public_Nutrition_Assistance_2013,Public_Nutrition_Assistance_2011,Employment_Rate_2018,Employment_Rate_moe_2018,Employment_Rate_2017,Employment_Rate_moe_2017,Job_Density_2015,Jobs_2015,Job_Density_2014,Jobs_2014,Job_Density_2013,Jobs_2013,Job_Density_2012,Jobs_2012,Job_Density_2011,Jobs_2011,Job_Density_2010,Jobs_2010,Job_Density_2009,Jobs_2009,Job_Density_2008,Jobs_2008,Job_Density_2007,Jobs_2007,Job_Density_2006,Jobs_2006,Job_Density_2005,Jobs_2005,Job_Density_2004,Jobs_2004,Job_Density_2003,Jobs_2003,Job_Density_2002,Jobs_2002,Commercial_Construction_2018,Commercial_Construction_Permitted_Units_2018,Commercial_Construction_2017,Commercial_Construction_Permitted_Units_2017,Commercial_Construction_2016,Commercial_Construction_Permitted_Units_2016,Commercial_Construction_2015,Commercial_Construction_Permitted_Units_2015,Commercial_Construction_2014,Commercial_Construction_Permitted_Units_2014,Commercial_Construction_2013,Commercial_Construction_Permitted_Units_2013,Commercial_Construction_2012,Commercial_Construction_Permitted_Units_2012,Commercial_Construction_2011,Commercial_Construction_Permitted_Units_2011,Commercial_Size_2018,Commercial_Size_Total_2018,Commercial_Size_2017,Commercial_Size_Total_2017,Commercial_Size_2016,Commercial_Size_Total_2016,Commercial_Size_2015,Commercial_Size_Total_2015,Commercial_Size_2013,Commercial_Size_Total_2013,Commercial_Size_2011,Commercial_Size_Total_2011,Commercial_Building_Age_2018,Commercial_Building_Age_2017,Commercial_Building_Age_2016,Commercial_Building_Age_2015,Commercial_Building_Age_2013,Commercial_Building_Age_11,Fincancial_Services_Proximity_2018,Financial_Services_Proximate_Units_2018,Fincancial_Services_Proximity_2017,Financial_Services_Proximate_Units_2017,Fincancial_Services_Proximity_2016,Financial_Services_Proximate_Units_2016,Fincancial_Services_Proximity_2015,Financial_Services_Proximate_Units_2015,Fincancial_Services_Proximity_2014,Financial_Services_Proximate_Units_2014
296,92279,14101,84722,17347,5,7,9,9,6,9,95,29,94,15,0.1,52,0.1,79,0.1,94,0.1,72,0.1,49,0,18,0,22,0,22,0,15,0,20,0,12,0,19,0,20,0,20,0,0,0.13,1,0,0,0,0,0,0,0,0,0,0,0.13,1,495,495,495,495,495,495,495,495,495,495,495,495,10,9,8,7,5,3,0,0,1,5,1,5,1,5,0,0
297,232500,109414,176111,70181,0,0,0,0,0,0,90,30,100,0,1.7,174,1.7,174,1.7,178,1.5,157,1.7,177,1.3,135,1.5,157,1.6,171,1.8,185,1,99,1,99,1.1,114,0.9,96,0.6,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4313,4313,4313,4313,4313,4313,4313,4313,4313,4313,4313,4313,29,28,27,26,24,22,0,0,0,0,0,0,0,0,0,0
298,43804,5844,41166,4836,6,10,15,14,14,13,96,20,89,30,8.3,2098,7.8,1975,9.3,2362,9.2,2316,8.9,2258,8.3,2091,8,2021,9.8,2477,8.8,2219,8.8,2221,8.8,2231,8.4,2131,9,2289,8.9,2250,7.12,18,7.52,19,12.66,32,3.96,10,7.12,18,10.29,26,12.66,32,2.77,7,24083,1444962,24149,1424791,23735,1424121,24038,1442309,24390,1439006,24333,1411289,26,25,24,23,22,20,15,120,15,120,15,120,15,120,15,120
299,64938,9874,62104,7862,11,14,19,18,15,17,92,20,91,5,0.3,121,0.3,131,0.2,105,0.3,125,0.3,125,0.3,145,0.2,119,0.3,120,0.3,152,0.3,149,0.3,137,0.3,141,0.3,126,0.3,135,0.63,3,1.25,6,1.67,8,0.83,4,0.83,4,0.83,4,1.25,6,0.21,1,9491,113895,9491,113892,9491,113895,9339,102724,10328,113604,10160,101599,37,36,35,37,35,30,14,190,4,47,4,45,4,45,4,44
300,49336,13192,45772,15164,0,9,11,11,17,18,99,47,95,9,5.3,2477,5.5,2604,9.1,4263,8.7,4072,8,3762,4.6,2140,4.5,2111,5,2348,5.1,2374,5.5,2578,5.1,2381,4.9,2302,7.6,3573,7.4,3464,4.26,20,2.56,12,2.77,13,3.83,18,3.41,16,7.88,37,11.29,53,11.08,52,32367,2330433,32447,2271290,35187,2463123,34384,2475672,34384,2475672,32332,2392538,26,26,25,24,22,20,81,464,81,464,81,464,81,464,81,464
301,73716,16036,74671,15996,9,11,12,12,12,13,90,29,95,4,0.1,37,0.1,31,0,23,0,16,0,15,0,13,0,14,0,15,0,19,0.1,76,0.1,75,0.1,77,0.1,69,0.1,71,0.19,1,0.19,1,0,0,0.19,1,0,0,0,0,0,0,0,0,598,598,598,598,598,598,598,598,,,,,5,4,3,2,,,2,21,2,16,2,15,2,15,2,15
302,87813,16768,90833,22944,5,6,7,7,8,8,97,18,95,3,0.4,135,0.3,121,0.3,115,0.3,111,0.2,60,0.1,45,0.2,59,0.1,42,0.1,54,0.3,121,0.3,103,0.3,108,0.3,116,0.3,106,0,0,0.27,1,0.81,3,0.27,1,0,0,1.34,5,0.54,2,0.54,2,2865,8596,2865,8595,2865,8596,2865,8596,2912,8736,2912,8736,35,34,33,32,30,28,23,273,22,271,22,271,22,271,22,271
303,55389,14633,56055,6750,12,12,15,14,12,13,92,20,98,29,5.9,1184,6.3,1261,5.5,1097,5,992,4.4,873,4.3,868,4.4,889,4.4,880,4.4,871,4.1,811,4.6,917,4.4,876,4.4,872,3.8,755,4.01,8,15.04,30,6.01,12,7.02,14,5.01,10,34.58,69,4.51,9,3.51,7,22400,492798,23467,492807,16464,345746,16464,345746,16454,345536,16393,344263,28,25,27,26,24,23,100,960,100,898,100,898,100,898,100,898
304,27614,5806,24968,2957,28,30,40,39,35,72,95,25,75,6,1.7,111,1.9,126,1.6,107,1.8,119,2.1,139,1.7,113,1.7,114,2.3,151,0.5,36,3.3,219,3.4,222,3,199,3.4,225,3.5,232,6.02,4,1.5,1,4.51,3,3.01,2,10.53,7,3.01,2,43.62,29,33.09,22,26402,132009,26402,132010,26402,132009,21491,128945,21037,126221,21037,126221,24,23,22,24,22,20,98,371,98,370,98,371,98,371,98,371
305,31250,12907,32177,10168,18,20,30,29,23,25,96,41,86,14,0.1,25,0.1,24,0.1,26,0.1,34,0.1,27,0.1,25,0.1,20,0,11,0,10,0,10,0.1,18,0.1,25,0.1,26,0.1,31,0.33,1,0,0,0.67,2,0,0,0,0,0.67,2,0.33,1,0.33,1,12785,76711,12785,76710,14589,87535,14589,87535,14589,87535,14589,87535,52,51,46,45,43,41,40,164,40,164,40,164,40,164,40,164
306,11881,2271,15333,6304,56,54,63,64,67,49,90,60,81,15,6.5,4442,6.3,4321,7.2,4933,7,4761,5.9,4027,6.6,4476,5.6,3787,5.8,3975,6.1,4156,5,3409,4.3,2942,3.5,2409,2.8,1935,3.9,2677,4.13,28,1.92,13,6.04,41,3.67,25,2.06,14,3.23,22,2.94,20,2.2,15,65202,2673268,49747,1989880,48983,1959331,47853,1914105,46488,1859530,47775,1863225,30,29,29,28,26,25,2,12,0,0,0,0,0,0,0,0
307,61250,11558,54806,11077,11,13,15,19,19,18,94,21,91,6,4.1,2118,4.1,2127,4,2081,3.2,1667,3.6,1849,2.6,1340,2.4,1252,2.4,1261,1.8,947,1.1,592,1,494,0.7,344,0.5,247,0.3,157,1.16,6,0.78,4,0.58,3,0.19,1,0.97,5,5.62,29,1.94,10,1.16,6,56755,624306,85455,940005,85455,940003,85455,940003,93400,934001,71864,646773,22,21,20,19,19,19,0,2,0,0,0,0,0,0,0,0
308,99896,25269,84293,26653,1,2,3,3,2,2,100,30,99,4,0.6,142,0.6,143,0.3,65,0.3,67,0.2,40,0,6,0.1,21,0.1,13,0.1,13,0.1,25,0.1,13,0,10,0,2,0,10,0,0,1.66,4,0.83,2,0,0,0.83,2,2.08,5,2.08,5,0,0,,,,,,,,,,,,,,,,,,,42,206,34,167,34,166,34,166,35,166
309,109301,8999,86690,25366,2,2,4,4,3,5,100,74,94,57,0.1,70,0.1,64,0.1,54,0.1,54,0.1,41,0,27,0.1,37,0.1,47,0.1,54,0.1,39,0.2,153,0.2,164,0.2,154,0.1,73,0.28,2,0.14,1,0,0,0.14,1,0.41,3,0,0,0,0,0.41,3,2870,2870,2870,2870,2870,2870,2870,2870,2870,2870,2870,2870,21,20,19,18,16,14,0,0,0,0,0,0,0,0,0,0
310,91061,26798,82586,24254,4,4,6,5,5,4,94,20,100,0,2.4,972,2.6,1051,2.3,951,1.4,565,2.5,1033,2.4,985,2.4,955,2.7,1114,2.5,1024,1.3,522,2.2,908,1.7,676,1.3,545,1.5,599,0.98,4,0,0,1.97,8,1.23,5,0.74,3,0.25,1,0.98,4,0,0,10310,226815,10357,227854,10483,220146,10483,220146,10373,228198,10373,228198,18,17,16,15,13,11,69,568,74,605,74,605,74,605,74,605
311,26939,7611,26213,8163,39,40,50,48,38,42,98,35,86,11,0.6,220,0.5,210,0.4,165,0.4,163,0.2,94,0.1,55,0.2,80,0.2,61,0.2,72,0.5,203,0.6,237,0.6,216,0.6,216,0.6,219,0,0,0.51,2,0.51,2,1.8,7,0.51,2,0.51,2,0.26,1,0.77,3,6478,97164,6478,97170,6478,97164,7293,94804,7293,94811,7271,94527,57,56,55,53,51,49,31,175,34,196,35,198,34,198,34,196
312,26303,6338,26528,5426,36,38,47,46,42,41,98,36,83,12,0,6,0,1,0,9,0,6,0.2,35,0.2,39,0.2,45,0.2,45,0.3,72,0.3,58,0.3,63,0.2,46,0.2,41,0.4,75,1.45,3,0,0,0,0,0.48,1,3.87,8,0.48,1,0.97,2,7.75,16,3692,14768,3692,14768,3692,14768,3692,14768,4923,14768,4207,16826,34,33,32,31,38,43,68,423,65,405,65,405,65,406,65,407
313,62344,21703,68009,20357,14,15,18,18,16,17,96,50,91,42,2.3,1478,2.1,1384,2.4,1533,2.4,1544,2.4,1547,2.3,1459,2.4,1530,2.8,1830,3.8,2430,3.3,2161,3.1,1988,2.4,1565,2.2,1429,2.3,1504,1.54,10,3.4,22,1.08,7,0.62,4,1.7,11,0.31,2,2.01,13,0.77,5,101228,3441745,101228,3441752,101228,3441745,102454,3380968,102454,3380968,103387,3308388,23,22,21,21,19,17,0,0,0,0,0,0,0,0,0,0
314,38561,9503,35179,12733,27,29,37,35,32,33,90,39,97,41,0.2,74,0.3,98,0.3,88,0.3,98,0.8,247,0.8,265,0.5,153,0.4,143,0.5,157,0.7,213,0.7,235,0.6,203,0.5,146,0.5,171,0.94,3,0,0,1.25,4,0.63,2,17.23,55,1.25,4,1.57,5,1.57,5,2510,25100,2510,25100,2510,25100,2510,25100,2510,25100,2510,25100,54,53,52,51,49,47,0,0,0,0,0,0,0,0,0,0
315,86583,16877,81518,15544,3,3,5,5,5,8,93,49,100,0,3.5,833,3.1,749,2.8,667,2.3,557,2.8,672,2.4,584,3,726,3.6,868,3.8,918,4.7,1134,3.5,853,3.8,912,4.9,1180,4.1,977,4.57,11,7.48,18,3.74,9,4.57,11,3.33,8,4.57,11,3.74,9,3.33,8,6960,535914,6310,523730,6273,545728,6287,546947,5923,515266,5896,518877,63,63,62,61,59,57,51,504,55,223,57,225,57,224,56,223
316,34739,,33091,,23,26,28,27,27,32,94,14,79,7,2.2,935,2.5,1088,2.4,1026,2.2,951,1.6,673,1.4,611,1.4,609,1.4,605,1.3,571,1.5,645,2.4,1030,2.3,972,2.4,1055,1.9,829,0,0,1.16,5,2.09,9,2.78,12,1.62,7,5.33,23,2.78,12,2.09,9,13912,445192,14000,434000,14015,434459,13640,422842,13637,422754,13637,422754,31,31,30,30,28,26,70,1021,70,1007,69,1007,69,1006,69,1006
317,-,**,27778,18072,45,50,59,56,63,62,97,44,93,18,0.7,116,0.6,110,0.7,114,0.5,93,0.6,100,0.6,96,0.4,63,0.5,82,0.4,74,0.4,76,0.5,81,0.4,66,0.4,70,0.5,88,0,0,0.59,1,0,0,0.59,1,1.18,2,0,0,0.59,1,0,0,16311,130487,16311,130488,16311,130487,16311,130487,16311,130487,17932,125527,36,35,34,33,31,29,0,0,0,0,0,0,0,0,0,0
318,84866,17520,84917,22405,5,5,4,4,3,4,90,28,97,25,0.5,184,0.5,180,0.5,176,0.3,118,0.3,121,0.3,112,0.3,118,0.3,120,0.4,159,0.3,131,0.4,150,0.3,120,0.3,131,0.3,113,0.26,1,0,0,0.26,1,0.78,3,1.82,7,0.52,2,0.52,2,0.52,2,14044,112348,14044,112352,14044,112348,15000,105001,15000,105001,15000,105001,19,18,18,20,18,16,28,217,29,225,21,147,21,148,21,148
319,61951,9608,64777,11687,12,12,16,16,14,14,99,23,92,10,3,2117,2.7,1956,2.2,1558,2.1,1514,1.7,1218,2.2,1576,2.3,1676,2.7,1947,2.7,1917,2.3,1623,2.4,1721,2.2,1610,2.3,1632,2.3,1662,0.84,6,1.67,12,1.81,13,0.7,5,0.42,3,0.56,4,1.81,13,0.7,5,40534,1783504,40547,1784068,40547,1784065,40552,1784281,40552,1784281,40523,1783021,27,26,25,24,22,20,13,138,13,141,13,141,13,141,13,141
320,171806,41985,153568,19728,1,2,2,2,4,4,93,24,100,0,3.6,940,4.2,1105,3.8,1011,3.5,913,2.6,684,2.5,652,2.4,632,2.5,647,2.4,644,2.8,741,2.9,778,2.7,723,4,1051,3.8,998,2.27,6,1.14,3,0,0,0.76,2,1.14,3,1.89,5,5.31,14,0.38,1,7209,122551,14472,246024,13795,248315,13812,248615,13809,248567,13765,247775,42,44,44,42,40,38,84,381,85,378,85,379,90,422,84,400
321,40690,12924,32550,11954,42,47,59,56,51,50,93,23,87,13,0.4,80,0.4,79,0.3,74,0.4,85,0.2,53,0.2,51,0.2,54,0.4,82,0.5,117,0.6,129,0.5,104,0.5,106,0.4,91,0.5,103,0,0,0.92,2,0.92,2,0.46,1,0.92,2,0.46,1,0.92,2,0.46,1,13433,161193,8438,101256,13471,161657,12557,163241,12557,163241,14569,160259,49,50,48,45,43,37,0,0,0,0,0,0,0,0,0,0
322,59423,9345,50500,18750,19,19,25,25,22,21,82,25,94,7,0,8,0.1,19,0.1,17,0.2,32,0.1,23,0.1,16,0.1,16,0.1,14,0.2,30,0.1,20,0.2,33,0.1,20,0.1,20,0.1,11,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,55,55,74,74,74,74,,,,31,29,27,0,0,0,0,0,0,0,0,0,0
323,50921,12518,41571,9147,23,28,30,29,34,29,98,29,91,4,1.7,959,1.7,974,1.7,953,1.7,939,1.6,899,1.5,864,1.6,926,1.7,986,1.7,947,1.7,949,1.7,936,1.6,902,1.6,877,1.5,853,0.53,3,0.53,3,1.6,9,0,0,0.18,1,0.18,1,0.35,2,0.35,2,17642,758587,18289,749849,18905,737285,18129,725152,18640,708312,17946,717857,33,33,34,31,30,27,44,396,38,339,38,339,38,339,37,334
324,82438,29723,107143,40404,4,5,8,8,5,3,99,19,93,6,0.2,286,0.2,246,0.2,245,0.2,223,0.1,146,0.2,302,0.2,313,0.2,340,0.2,282,0.2,340,0.2,320,0.2,273,0.2,290,0.2,266,0.07,1,0,0,0,0,0,0,0,0,0.15,2,0.07,1,0,0,16738,83692,16738,83690,16738,83692,16738,83692,19603,78412,19603,78412,21,20,19,18,19,17,0,0,1,5,1,5,1,5,0,0
325,58621,7240,51393,9418,19,21,23,23,20,20,99,30,88,5,0.2,90,0.2,104,0.2,99,0.2,99,0.2,107,0.2,92,0.2,111,0.2,102,0.1,77,0.2,124,0.3,181,0.3,171,0.3,156,0.2,120,0,0,0.5,3,0.33,2,0.33,2,0,0,0.33,2,0.67,4,0,0,7655,15309,7753,15506,7753,15506,7753,15506,7753,15506,7753,15506,39,38,37,36,34,32,54,607,57,638,57,638,57,639,57,639
326,36010,8155,26379,11833,36,35,49,48,56,53,82,28,74,37,0.2,36,0.2,25,0.2,23,0.1,22,0.1,22,0.1,18,0.1,8,0.1,18,0.2,28,0.2,30,0.2,32,0.2,31,0.3,42,0.3,51,1.97,3,1.32,2,0.66,1,0,0,0,0,0,0,0,0,1.32,2,3076,27685,3076,27684,3076,27685,3076,27685,3076,27685,3076,27685,58,57,56,55,53,51,0,0,0,0,0,0,0,0,0,0
327,31901,10837,31210,10819,44,46,52,50,45,44,92,31,67,9,1.5,336,1.4,321,1.6,369,1.6,374,1.7,397,1.9,435,1.9,437,2,465,2,466,1.9,432,1.7,395,1.8,417,1.6,366,1.8,415,1.74,4,0.87,2,7.83,18,0.43,1,1.3,3,0.43,1,0.87,2,0,0,13602,204036,13487,202305,13487,202304,13857,194002,13772,192802,15117,196522,30,29,28,29,27,27,50,310,58,364,50,310,50,310,50,310
328,58942,25819,73269,16078,14,17,23,22,15,19,95,27,95,10,1.8,1291,1.7,1229,1.7,1214,1.7,1232,1.6,1145,2.3,1682,2.3,1655,1.7,1240,1.5,1091,1.6,1184,1.8,1292,1.8,1333,1.8,1325,1.9,1374,0.83,6,0.55,4,0.41,3,0.55,4,0.41,3,0.27,2,0.27,2,0.69,5,26244,1076013,26250,1076250,26250,1076242,25328,1038436,26207,1048277,25501,1020028,34,33,32,31,29,27,0,0,0,0,0,0,0,0,0,0
329,58125,19717,56400,11537,16,19,23,22,18,21,96,22,96,40,0.7,324,0.6,284,0.6,296,0.5,219,0.4,167,0.4,181,0.4,195,0.4,190,0.4,203,0.7,344,0.7,335,0.4,207,0.5,219,0.7,313,0,0,0.21,1,1.91,9,0,0,0.43,2,0,0,0.64,3,0.43,2,7940,47637,7940,47640,7940,47637,7940,47637,7940,47637,6603,59426,43,42,41,40,38,43,0,2,0,2,0,2,0,2,0,3
330,44810,15614,54698,18559,17,21,21,22,20,24,87,34,91,4,0.4,222,0.3,175,0.3,179,0.4,229,0.3,183,0.3,204,0.4,245,0.5,310,0.5,322,0.4,260,0.4,258,0.4,240,0.4,250,0.4,232,0,0,0,0,0.47,3,0.16,1,0,0,0,0,0.32,2,0.32,2,10764,118404,10704,107040,10704,107042,10704,107042,10704,107042,10704,107042,44,47,46,45,43,41,0,0,0,0,0,1,0,1,0,1
331,55566,10246,41141,24080,15,13,12,12,11,26,93,19,98,7,5.3,6928,4.9,6401,5.5,7227,4.4,5793,3.9,5118,3,3859,2.9,3837,2.9,3831,2.4,3088,2.2,2907,2.2,2807,1.9,2539,1.9,2470,2.4,3158,2.07,27,2.6,34,1.99,26,2.69,35,2.23,29,3.91,51,2.61,34,1.3,17,44098,3219139,42140,3034080,35604,2385456,36458,2442661,36202,2425510,36761,2315963,22,23,24,23,22,22,60,545,77,545,78,545,78,545,78,545
332,71964,19618,70625,13985,12,14,17,17,17,22,91,31,90,23,0.3,167,0.2,127,0.3,172,0.2,137,0.2,92,0.3,161,0.3,208,0.3,206,0.4,217,0.3,175,0.2,129,0.1,43,0.1,69,0.1,80,0,0,0,0,0,0,0,0,0,0,0.17,1,0,0,0.5,3,18866,75465,18866,75464,18866,75465,18866,75465,17344,69375,14419,57675,19,18,17,16,15,13,0,0,0,0,0,0,0,0,0,0
333,45783,14992,45326,10462,19,23,28,28,25,24,97,25,98,4,0.2,108,0.1,75,0.2,111,0.1,88,0.4,240,0.1,80,0.1,83,0.1,92,0.1,90,8.3,5110,8.7,5416,8.5,5246,9.4,5797,11,6802,0.16,1,1.94,12,0,0,0.16,1,0.16,1,0,0,0.16,1,0,0,19207,57621,19207,57621,19207,57621,19207,57621,19207,57621,19207,57621,29,28,27,26,24,22,11,120,12,127,12,127,12,127,12,127
334,84107,30119,85347,35312,1,2,3,3,4,5,100,34,100,0,10.2,4061,29.7,11848,28.7,11447,27,10782,26.8,10693,13.6,5434,18.6,7409,20.1,8004,19.7,7843,19.3,7714,21.6,8614,22,8783,23.8,9485,25.2,10040,8.28,33,3.76,15,9.03,36,10.03,40,6.77,27,5.77,23,2.01,8,5.52,22,1065486,4261944,1062939,4251756,1399415,4198245,1307765,3923294,1307765,3923294,1216776,3650328,18,17,20,18,16,15,0,0,0,0,0,0,0,0,0,0
335,104457,37842,92004,21464,3,4,3,3,4,4,87,25,97,4,0.7,630,0.7,631,0.4,368,0.4,326,0.4,322,0.3,267,0.2,186,0.1,118,0.1,83,0.1,61,0.1,79,0.1,56,0.1,46,0.1,44,0.7,6,0.58,5,0.93,8,0.35,3,0.7,6,0.23,2,0.35,3,0.35,3,27110,216876,27110,216880,30227,211590,26621,212969,24159,217435,24159,217435,14,13,13,12,16,14,41,459,50,558,50,559,50,552,52,552
336,58844,12499,61689,9390,8,9,10,9,8,11,82,35,96,3,0.5,711,0.4,656,0.3,506,0.4,535,0.1,202,0.1,138,0.1,103,0.1,102,0.1,159,0.1,124,0.1,111,0.1,105,0,30,0.1,121,1.06,16,0.93,14,0.46,7,0.93,14,0.13,2,0.13,2,0.46,7,0.13,2,17398,208775,17398,208776,17398,208775,17476,209717,17476,209717,18983,208818,21,20,19,18,16,15,0,0,0,0,0,0,0,0,0,0
337,104241,29321,93750,37423,5,5,6,6,5,6,100,27,86,22,0.1,90,0.1,95,0.1,101,0.1,82,0.1,94,0.1,61,0,14,0,10,0,14,0,19,0,9,0,5,0,8,0,12,0.14,1,0.14,1,0,0,0.28,2,0,0,0.14,1,0,0,0.14,1,10333,30998,10333,30999,10265,30796,10265,30796,8613,25840,8613,25840,25,24,25,24,21,19,0,0,0,0,0,0,0,0,0,0
338,49808,12841,47500,13744,15,17,27,25,27,41,100,67,89,7,6.9,1060,6.7,1029,6.6,1010,6.6,1014,7.6,1169,7.1,1082,7,1078,8.8,1342,8.4,1279,8.5,1293,14.8,2266,12.7,1942,11.9,1823,9.5,1456,22.89,35,7.85,12,4.58,7,7.19,11,5.23,8,1.96,3,4.58,7,2.62,4,18141,1269835,14089,972141,14287,985781,13186,923038,14253,1011969,14011,1022798,53,52,51,50,49,46,86,1107,95,1234,86,1151,86,1151,83,870
339,79113,6583,78906,11431,1,1,1,1,2,8,78,34,100,0,10.3,2611,10.3,2612,8.6,2193,7.3,1851,8.8,2230,8.5,2158,9.6,2444,10.4,2640,9.2,2340,7.9,1996,7.8,1971,8.1,2057,8.7,2200,8.1,2063,11.43,29,11.03,28,15.37,39,12.61,32,10.64,27,5.12,13,5.91,15,3.15,8,22929,2040638,21855,2032515,20959,2074971,19694,1949660,18660,1921993,16885,1705418,53,53,53,53,52,50,100,1341,85,1145,83,990,82,903,79,758
340,87306,,87042,,14,16,21,20,16,18,90,24,96,3,37.6,14156,35.8,13466,35.5,13347,33.5,12613,36.4,13705,31.3,11756,32.4,12186,35.5,13345,35.2,13232,33.1,12432,29.8,11223,23.7,8914,22.4,8433,18.7,7026,22.6,85,22.6,85,33.76,127,17.55,66,16.22,61,31.11,117,21.54,81,20.21,76,47919,3689754,87966,6773382,85505,6583894,85511,6755393,85534,6757175,83473,6761299,57,56,54,53,51,49,72,3284,76,3049,100,4182,100,4003,100,3959
341,51080,,50090,,6,14,17,15,17,16,95,18,96,3,40.6,14959,37.3,13763,37.9,13996,33.6,12405,54.3,20026,48.6,17944,46.3,17067,46.5,17158,44.4,16398,42.1,15535,43.2,15929,44.2,16318,43.2,15932,43.2,15924,23.86,88,18.71,69,29.01,107,23.59,87,23.59,87,17.62,65,27.39,101,48.54,179,84175,6565670,111035,8771765,110974,8988869.3,108191,9088061.246,107168,9109256,97631,8005725,46,45,46,46,45,45,67,1272,70,1336,93,1763,100,1797,92,1663
342,107120,,102188,,29,1,1,11,1,2,92,30,97,13,142.3,39847,133.7,37426,120.8,33826,117.7,32967,96.1,26911,76.6,21444,110.6,30971,114.3,32001,95.9,26852,108.9,30499,105.2,29466,103.6,29020,111.3,31177,110.7,30995,61.09,171,63.95,179,72.17,202,57.51,161,53.94,151,71.09,199,77.87,218,50.37,141,179599,9698335,232178,13698502,253343,15200553,227184,13858223,225081,14180089,222267,13780574,38,38,37,38,37,36,100,426,100,426,100,424,100,424,100,357
343,78375,25207,74000,20011,6,7,9,9,8,15,98,40,97,2,2.1,547,2.2,579,2.1,545,2.1,533,1,266,1,250,1.2,316,0.9,224,0.8,216,1.1,287,1,261,1.4,375,1.2,314,0.7,182,4.24,11,3.47,9,3.47,9,5.39,14,4.24,11,3.08,8,3.47,9,1.54,4,7412,355765,7360,360640,7300,357702,5244,256974,5783,248679,5620,258539,65,65,64,65,57,55,100,1076,100,858,100,859,100,856,100,842
344,71385,5571,70833,6030,12,15,18,18,18,24,97,33,93,23,1.6,418,1.5,400,1.6,408,1.7,444,1.7,444,1.4,363,1.4,378,1.2,316,1.1,300,1.3,348,1.8,467,1.8,464,2.1,562,2.1,544,1.14,3,3.43,9,1.14,3,1.53,4,2.29,6,1.14,3,1.14,3,3.43,9,10003,480162,9699,475251,9577,498008,9578,488455,9694,504062,9681,503390,55,53,52,51,49,47,69,583,68,570,87,692,87,685,100,752
345,53701,1607,51349,4379,15,17,22,21,16,18,87,29,93,64,0.6,391,0.5,361,0.4,292,0.7,435,0.7,490,0.6,419,0.5,310,0.5,318,0.6,371,0.5,320,0.4,271,0.4,273,0.4,252,0.3,221,0.61,4,0.61,4,0.61,4,1.2,8,0.3,2,0,0,0.15,1,0.15,1,12381,99049,12381,99048,12381,99049,12360,98881,12302,98418,12302,98418,42,40,40,39,37,35,45,172,46,173,46,173,46,172,46,172
346,32543,10623,37212,11924,32,35,41,39,36,43,94,43,94,9,3.4,2480,3.4,2482,3.1,2282,2.4,1776,1.2,881,1.1,801,1.3,947,1.4,996,1.5,1095,1.3,919,1.6,1146,1.7,1217,1.7,1220,1.3,931,1.1,8,1.23,9,2.19,16,1.64,12,0.96,7,0.14,1,0.69,5,0.82,6,64622,2778767,64025,2817100,63830,2808530,64550,2840200,65695,2759207,65695,2759207,44,43,43,42,40,38,0,0,0,0,0,0,0,0,0,0
347,29467,16807,27667,12766,17,20,29,28,40,48,96,22,89,19,4.4,621,4.3,602,4.4,612,4.5,629,3.4,481,3.7,519,4,561,3.9,552,3.7,523,3.6,503,3.6,497,3.4,479,3.6,498,3.7,519,1.43,2,2.15,3,1.43,2,5.01,7,1.43,2,7.15,10,62.92,88,5.01,7,21910,460100,20902,438942,21616,453942,21225,509395,21394,513460,19461,447602,59,58,57,57,55,55,100,355,100,348,100,345,100,347,100,347
348,48851,,48462,,11,11,15,15,15,14,94,18,94,7,0.2,362,0.3,413,0.2,317,0.2,270,0.1,214,0.1,162,0.1,207,0.1,199,0.1,214,0.2,363,0.2,360,0.2,356,0.2,369,0.2,340,0.63,10,0,0,0.06,1,0.06,1,0.13,2,0.38,6,0.44,7,0.31,5,4537,127028,4537,127036,4537,127028,4537,127028,4522,126612,4366,126612,55,54,53,52,50,48,27,356,26,333,25,322,25,322,25,322
